sample_id	source_dataset	source_accession_gse	source_accession_gsm	source_type	source_sample_label	file_role	source_url	source_download_url	source_file_name	source_archive_name	source_archive_type	raw_cache_relative_path	cohort_relative_path	archive_member_relative_path	required_for_step01	notes
SAMPLE_0082	GSE298286	GSE298286	GSM9011367	geo_supplementary_file	Bone_8713_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_matrix.mtx.gz	GSM9011367_Bone_8713_matrix.mtx.gz	GSM9011367_Bone_8713_matrix.mtx.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0082\raw\GSM9011367_Bone_8713_matrix.mtx	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0082	GSE298286	GSE298286	GSM9011367	geo_supplementary_file	Bone_8713	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_scalefactors_json.json.gz	GSM9011367_Bone_8713_scalefactors_json.json.gz	GSM9011367_Bone_8713_scalefactors_json.json.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0082\spatial\GSM9011367_Bone_8713_scalefactors_json.json	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0082	GSE298286	GSE298286	GSM9011367	geo_supplementary_file	Bone_8713	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_tissue_hires_image.png.gz	GSM9011367_Bone_8713_tissue_hires_image.png.gz	GSM9011367_Bone_8713_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0082\spatial\GSM9011367_Bone_8713_tissue_hires_image.png	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0082	GSE298286	GSE298286	GSM9011367	geo_supplementary_file	Bone_8713	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_tissue_lowres_image.png.gz	GSM9011367_Bone_8713_tissue_lowres_image.png.gz	GSM9011367_Bone_8713_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0082\spatial\GSM9011367_Bone_8713_tissue_lowres_image.png	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0082	GSE298286	GSE298286	GSM9011367	geo_supplementary_file	Bone_8713	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011367/suppl/GSM9011367_Bone_8713_tissue_positions.csv.gz	GSM9011367_Bone_8713_tissue_positions.csv.gz	GSM9011367_Bone_8713_tissue_positions.csv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0082\spatial\GSM9011367_Bone_8713_tissue_positions.csv	raw_visium_new\GSE298286_RAW\GSM9011367_Bone_8713_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_barcodes.tsv.gz	GSM9011369_Breast_6994_barcodes.tsv.gz	GSM9011369_Breast_6994_barcodes.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0083\raw\GSM9011369_Breast_6994_barcodes.tsv	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_features.tsv.gz	GSM9011369_Breast_6994_features.tsv.gz	GSM9011369_Breast_6994_features.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_features.tsv.gz	visium_cohort_clean\SAMPLE_0083\raw\GSM9011369_Breast_6994_features.tsv	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_matrix.mtx.gz	GSM9011369_Breast_6994_matrix.mtx.gz	GSM9011369_Breast_6994_matrix.mtx.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0083\raw\GSM9011369_Breast_6994_matrix.mtx	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_scalefactors_json.json.gz	GSM9011369_Breast_6994_scalefactors_json.json.gz	GSM9011369_Breast_6994_scalefactors_json.json.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0083\spatial\GSM9011369_Breast_6994_scalefactors_json.json	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_tissue_hires_image.png.gz	GSM9011369_Breast_6994_tissue_hires_image.png.gz	GSM9011369_Breast_6994_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0083\spatial\GSM9011369_Breast_6994_tissue_hires_image.png	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_tissue_lowres_image.png.gz	GSM9011369_Breast_6994_tissue_lowres_image.png.gz	GSM9011369_Breast_6994_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0083\spatial\GSM9011369_Breast_6994_tissue_lowres_image.png	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0083	GSE298286	GSE298286	GSM9011369	geo_supplementary_file	Breast_6994	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011369/suppl/GSM9011369_Breast_6994_tissue_positions.csv.gz	GSM9011369_Breast_6994_tissue_positions.csv.gz	GSM9011369_Breast_6994_tissue_positions.csv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0083\spatial\GSM9011369_Breast_6994_tissue_positions.csv	raw_visium_new\GSE298286_RAW\GSM9011369_Breast_6994_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_barcodes.tsv.gz	GSM9011370_Breast_6995_barcodes.tsv.gz	GSM9011370_Breast_6995_barcodes.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0084\raw\GSM9011370_Breast_6995_barcodes.tsv	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_features.tsv.gz	GSM9011370_Breast_6995_features.tsv.gz	GSM9011370_Breast_6995_features.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_features.tsv.gz	visium_cohort_clean\SAMPLE_0084\raw\GSM9011370_Breast_6995_features.tsv	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_matrix.mtx.gz	GSM9011370_Breast_6995_matrix.mtx.gz	GSM9011370_Breast_6995_matrix.mtx.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0084\raw\GSM9011370_Breast_6995_matrix.mtx	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_scalefactors_json.json.gz	GSM9011370_Breast_6995_scalefactors_json.json.gz	GSM9011370_Breast_6995_scalefactors_json.json.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0084\spatial\GSM9011370_Breast_6995_scalefactors_json.json	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_tissue_hires_image.png.gz	GSM9011370_Breast_6995_tissue_hires_image.png.gz	GSM9011370_Breast_6995_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0084\spatial\GSM9011370_Breast_6995_tissue_hires_image.png	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_tissue_lowres_image.png.gz	GSM9011370_Breast_6995_tissue_lowres_image.png.gz	GSM9011370_Breast_6995_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0084\spatial\GSM9011370_Breast_6995_tissue_lowres_image.png	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0084	GSE298286	GSE298286	GSM9011370	geo_supplementary_file	Breast_6995	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011370/suppl/GSM9011370_Breast_6995_tissue_positions.csv.gz	GSM9011370_Breast_6995_tissue_positions.csv.gz	GSM9011370_Breast_6995_tissue_positions.csv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0084\spatial\GSM9011370_Breast_6995_tissue_positions.csv	raw_visium_new\GSE298286_RAW\GSM9011370_Breast_6995_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_barcodes.tsv.gz	GSM9011371_Breast_6996_barcodes.tsv.gz	GSM9011371_Breast_6996_barcodes.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0085\raw\GSM9011371_Breast_6996_barcodes.tsv	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_features.tsv.gz	GSM9011371_Breast_6996_features.tsv.gz	GSM9011371_Breast_6996_features.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_features.tsv.gz	visium_cohort_clean\SAMPLE_0085\raw\GSM9011371_Breast_6996_features.tsv	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_matrix.mtx.gz	GSM9011371_Breast_6996_matrix.mtx.gz	GSM9011371_Breast_6996_matrix.mtx.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0085\raw\GSM9011371_Breast_6996_matrix.mtx	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_scalefactors_json.json.gz	GSM9011371_Breast_6996_scalefactors_json.json.gz	GSM9011371_Breast_6996_scalefactors_json.json.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0085\spatial\GSM9011371_Breast_6996_scalefactors_json.json	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_tissue_hires_image.png.gz	GSM9011371_Breast_6996_tissue_hires_image.png.gz	GSM9011371_Breast_6996_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0085\spatial\GSM9011371_Breast_6996_tissue_hires_image.png	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_tissue_lowres_image.png.gz	GSM9011371_Breast_6996_tissue_lowres_image.png.gz	GSM9011371_Breast_6996_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0085\spatial\GSM9011371_Breast_6996_tissue_lowres_image.png	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0085	GSE298286	GSE298286	GSM9011371	geo_supplementary_file	Breast_6996	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011371/suppl/GSM9011371_Breast_6996_tissue_positions.csv.gz	GSM9011371_Breast_6996_tissue_positions.csv.gz	GSM9011371_Breast_6996_tissue_positions.csv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0085\spatial\GSM9011371_Breast_6996_tissue_positions.csv	raw_visium_new\GSE298286_RAW\GSM9011371_Breast_6996_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0086	GSE298286	GSE298286	GSM9011372	geo_supplementary_file	Breast_6997_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_barcodes.tsv.gz	GSM9011372_Breast_6997_barcodes.tsv.gz	GSM9011372_Breast_6997_barcodes.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0086\raw\GSM9011372_Breast_6997_barcodes.tsv	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0086	GSE298286	GSE298286	GSM9011372	geo_supplementary_file	Breast_6997_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_features.tsv.gz	GSM9011372_Breast_6997_features.tsv.gz	GSM9011372_Breast_6997_features.tsv.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_features.tsv.gz	visium_cohort_clean\SAMPLE_0086\raw\GSM9011372_Breast_6997_features.tsv	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0086	GSE298286	GSE298286	GSM9011372	geo_supplementary_file	Breast_6997_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_matrix.mtx.gz	GSM9011372_Breast_6997_matrix.mtx.gz	GSM9011372_Breast_6997_matrix.mtx.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0086\raw\GSM9011372_Breast_6997_matrix.mtx	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0086	GSE298286	GSE298286	GSM9011372	geo_supplementary_file	Breast_6997	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_scalefactors_json.json.gz	GSM9011372_Breast_6997_scalefactors_json.json.gz	GSM9011372_Breast_6997_scalefactors_json.json.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0086\spatial\GSM9011372_Breast_6997_scalefactors_json.json	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0086	GSE298286	GSE298286	GSM9011372	geo_supplementary_file	Breast_6997	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9011nnn/GSM9011372/suppl/GSM9011372_Breast_6997_tissue_hires_image.png.gz	GSM9011372_Breast_6997_tissue_hires_image.png.gz	GSM9011372_Breast_6997_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0086\spatial\GSM9011372_Breast_6997_tissue_hires_image.png	raw_visium_new\GSE298286_RAW\GSM9011372_Breast_6997_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
